(10001, 221, 13121, 8569)
(101, 421, 12809, 10078)
(10001, 421, 11719, 10535)
(101, 21, 13159, 6805)
(10001, 421, 12413, 7416)
(101, 221, 12799, 12406)
(1001, 421, 11681, 11362)
(101, 221, 12451, 1197)
(10001, 821, 12919, 8524)
(10001, 21, 12487, 8375)
(10001, 21, 13007, 12289)
(10001, 221, 12409, 717)
(10001, 421, 12269, 5735)
(1001, 821, 11633, 9477)
(1001, 821, 12433, 11790)
(1001, 221, 13217, 8046)
(1001, 21, 12289, 3821)
(1001, 821, 12433, 4487)
(10001, 421, 12983, 312)
(10001, 421, 13033, 25)
(1001, 21, 13159, 3949)
(1001, 221, 12263, 7911)
(1001, 221, 13217, 9079)
(10001, 221, 12161, 2133)
(101, 621, 11987, 10332)
(101, 821, 13183, 10706)
(101, 21, 13249, 2938)
(1001, 821, 12107, 1233)
(10001, 21, 12253, 2394)
(101, 821, 11743, 9189)
(1001, 421, 13171, 2283)
(10001, 21, 12211, 7802)
(101, 821, 12281, 8351)
(101, 821, 13003, 3868)
(1001, 621, 13229, 5017)
(101, 621, 13037, 2543)
(1001, 621, 13229, 7867)
(1001, 21, 11933, 4404)
(101, 421, 11783, 2874)
(10001, 421, 12809, 1466)
(1001, 221, 12743, 1698)
(101, 821, 13183, 6497)
(101, 421, 11981, 10455)
(10001, 421, 12413, 4442)
(101, 221, 12263, 9399)
(10001, 221, 12527, 2454)
(101, 821, 11633, 11309)
(1001, 821, 12433, 7872)
(101, 21, 13187, 9527)
(1001, 221, 13163, 11209)
(1001, 821, 12433, 3989)
(1001, 221, 13217, 7974)
(1001, 21, 11969, 2382)
(101, 21, 13249, 2243)
(10001, 21, 12923, 7425)
(10001, 821, 12919, 3403)
(1001, 421, 12041, 12015)
(1001, 21, 12487, 10372)
(1001, 621, 12421, 9845)
(101, 821, 13183, 10838)
(101, 621, 12379, 4534)
(101, 621, 11987, 10213)
(10001, 421, 13127, 12546)
(101, 221, 12161, 7826)
(101, 21, 12253, 1743)
(10001, 221, 12373, 10099)
(1001, 621, 11867, 2545)
(101, 821, 12671, 250)
(1001, 421, 12323, 2324)
(10001, 621, 13001, 9605)
(10001, 221, 13063, 3650)
(10001, 821, 12511, 10025)
(10001, 821, 13003, 11730)
(10001, 821, 11699, 2870)
(1001, 221, 12263, 3841)
(1001, 21, 11657, 5771)
(1001, 21, 12487, 2034)
(101, 221, 11597, 7989)
(10001, 821, 12893, 2008)
(1001, 821, 12893, 4668)
(101, 621, 12379, 11857)
(10001, 421, 11981, 5617)
(1001, 821, 11633, 10438)
(10001, 21, 12517, 7096)
(101, 21, 13159, 2650)
(10001, 221, 13063, 1511)
(1001, 21, 12289, 814)
(10001, 21, 11701, 4263)
(101, 621, 11789, 9580)
(1001, 621, 13229, 10786)
(10001, 421, 13033, 3799)
(1001, 421, 13327, 7834)
(1001, 21, 12347, 12171)
(1001, 621, 12821, 6327)
(1001, 621, 12473, 4148)
(101, 221, 11903, 5183)
(1001, 621, 11689, 10930)
(1001, 21, 11807, 5626)
(101, 421, 12853, 10685)
(1001, 221, 12227, 2535)
(10001, 621, 12821, 3105)
(10001, 221, 12373, 2885)
(10001, 221, 11971, 1641)
(10001, 221, 12799, 6155)
(1001, 21, 12487, 10849)
(1001, 821, 12433, 1176)
(10001, 421, 12269, 4913)
(10001, 21, 12517, 12341)
(101, 221, 12161, 11237)
(101, 821, 12203, 1935)
(1001, 221, 12527, 153)
(10001, 221, 12841, 6130)
(101, 621, 11987, 5466)
(10001, 221, 12409, 7766)
(101, 421, 11863, 9148)
(1001, 221, 11597, 1846)
(1001, 821, 11633, 7434)
(101, 821, 12007, 1497)
(1001, 621, 12421, 6143)
(1001, 421, 12983, 5258)
(101, 21, 12553, 10527)
(10001, 621, 12503, 3218)
(1001, 821, 12107, 10737)
(101, 821, 11743, 619)
(10001, 421, 13127, 4362)
(1001, 21, 11657, 10611)
(101, 621, 12473, 9490)
(10001, 221, 12373, 12103)
(1001, 821, 12547, 5385)
(10001, 821, 11743, 656)
(101, 221, 12373, 3910)
(10001, 421, 12239, 1655)
(1001, 221, 13313, 4500)
(1001, 421, 12323, 2295)
(10001, 621, 13001, 762)
(10001, 221, 13063, 7064)
(101, 21, 13159, 1020)
(1001, 421, 12323, 9135)
(1001, 421, 12983, 6209)
(10001, 221, 12841, 4625)
(101, 421, 11617, 2491)
(101, 221, 12113, 2887)
(1001, 821, 13043, 5031)
(101, 421, 12577, 1503)
(1001, 821, 12479, 9056)
(1001, 821, 12671, 5446)
(101, 21, 12899, 2574)
(10001, 221, 13313, 7134)
(101, 821, 12893, 8792)
(1001, 221, 12527, 4791)
(1001, 421, 11681, 4923)
(101, 621, 11789, 8902)
(101, 21, 13187, 7571)
(1001, 821, 12149, 11407)
(10001, 221, 11971, 10753)
(101, 21, 11657, 7426)
(1001, 621, 13037, 276)
(1001, 21, 12641, 11035)
(101, 221, 11903, 5350)
(1001, 221, 13313, 2548)
(10001, 421, 12323, 503)
(101, 821, 11743, 3121)
(101, 221, 12161, 11228)
(10001, 821, 13297, 7929)
(1001, 821, 13043, 8652)
(10001, 21, 12347, 5943)
(1001, 621, 12917, 10052)
(10001, 21, 12211, 12037)
(10001, 421, 11981, 10571)
(101, 221, 11903, 7194)
(101, 21, 11807, 9265)
(1001, 621, 13229, 7410)
(10001, 221, 12941, 11525)
(1001, 421, 12953, 6991)
(101, 821, 12149, 1202)
(101, 821, 12149, 2342)
(10001, 221, 12161, 5335)
(1001, 221, 13163, 7763)
(10001, 821, 11927, 10849)
(1001, 21, 11807, 6361)
(10001, 421, 12497, 6951)
(101, 21, 13159, 5237)
(1001, 421, 12983, 11658)
(101, 421, 12239, 5694)
(10001, 221, 12373, 260)
(10001, 221, 11971, 5046)
(1001, 621, 12821, 980)
(10001, 21, 11777, 11050)
(1001, 821, 13043, 7847)
(101, 621, 12659, 77)
(101, 821, 12281, 12131)
(101, 821, 12433, 10001)
(10001, 821, 11699, 5954)
(1001, 221, 12263, 5652)
(10001, 21, 12157, 2801)
(10001, 21, 12109, 5249)
(10001, 821, 12893, 3362)
(1001, 821, 12107, 2845)
(1001, 821, 11801, 2638)
(10001, 21, 12487, 1269)
(1001, 621, 13229, 6458)
(10001, 821, 13003, 3112)
(101, 21, 13249, 1771)
(10001, 821, 11743, 7138)
(101, 221, 12373, 312)
(1001, 421, 12119, 11618)
(1001, 821, 12433, 7876)
(1001, 221, 13217, 774)
(10001, 821, 12511, 9697)
(1001, 621, 12421, 994)
(1001, 621, 12821, 10124)
(101, 221, 12451, 7607)
(10001, 221, 12527, 6303)
(101, 821, 12149, 2262)
(101, 821, 12149, 3402)
(101, 821, 12967, 4478)
(1001, 21, 11593, 9055)
(101, 421, 11617, 2222)
(101, 21, 13249, 11753)
(101, 21, 11777, 6707)
(10001, 21, 12109, 10115)
(10001, 821, 12893, 1244)
(10001, 221, 12841, 78)
(10001, 21, 12487, 7751)
(1001, 621, 11827, 9769)
(10001, 621, 12043, 11265)
(10001, 221, 12841, 8058)
(101, 221, 11903, 9272)
(10001, 421, 11941, 849)
(10001, 821, 11927, 6278)
(1001, 21, 11807, 3350)
(1001, 621, 13177, 3962)
(1001, 421, 12119, 464)
(10001, 821, 13003, 11627)
(10001, 421, 13093, 543)
(10001, 821, 11743, 10210)
(1001, 421, 12377, 3341)
(1001, 821, 13043, 2884)
(101, 621, 11987, 447)
(10001, 221, 12409, 3762)
(10001, 21, 12157, 7584)
(101, 221, 12451, 1390)
(10001, 621, 12713, 5007)
(101, 421, 12377, 6897)
(10001, 421, 11941, 2105)
(1001, 221, 13313, 6304)
(1001, 821, 12721, 11588)
(101, 21, 12253, 7802)
(1001, 21, 12347, 3150)
(1001, 621, 13037, 9073)
(101, 221, 12113, 7578)
(10001, 821, 12893, 2546)
(1001, 821, 12433, 9409)
(101, 21, 13187, 6524)
(1001, 21, 13159, 12672)
(1001, 621, 12329, 6833)
(10001, 821, 13003, 5322)
(10001, 421, 13093, 6881)
(1001, 21, 13159, 5783)
(1001, 221, 11813, 4303)
(10001, 821, 11699, 1170)
(10001, 421, 12269, 5334)
(1001, 621, 12421, 2184)
(101, 821, 13183, 11484)
(101, 821, 12893, 320)
(1001, 621, 12421, 7884)
(10001, 21, 12109, 175)
(101, 21, 11777, 3507)
(10001, 821, 13151, 12579)
(1001, 221, 13217, 3017)
(101, 621, 13037, 4045)
(1001, 21, 11969, 717)
(101, 221, 12373, 773)
(1001, 21, 11657, 4097)
(101, 621, 12473, 1810)
(1001, 821, 12721, 6123)
(101, 21, 12253, 4677)
(1001, 21, 12347, 11902)
(1001, 821, 12547, 11452)
(10001, 421, 12239, 11524)
(1001, 221, 13313, 9849)
(1001, 621, 12421, 10521)
(101, 821, 13183, 4352)
(1001, 221, 11939, 8799)
(1001, 221, 12647, 8373)
(10001, 621, 12379, 350)
(1001, 421, 12269, 2780)
(1001, 21, 12347, 2414)
(101, 821, 11743, 10844)
(10001, 421, 13127, 5528)
(101, 421, 11981, 182)
(1001, 221, 11597, 6330)
(1001, 821, 11801, 6018)
(10001, 421, 11783, 4232)
(10001, 21, 12487, 2846)
(1001, 821, 12547, 4577)
(10001, 421, 12239, 6189)
(10001, 221, 12527, 11654)
(1001, 821, 12281, 2266)
(10001, 221, 12941, 1437)
(101, 421, 11863, 11718)
(10001, 21, 12157, 8003)
(10001, 21, 12109, 11603)
(101, 421, 12853, 9822)
(101, 21, 13159, 6243)
(10001, 221, 12373, 4199)
(1001, 821, 12433, 4993)
(101, 621, 13037, 10329)
(10001, 21, 12923, 5945)
(10001, 221, 12841, 2070)
(101, 821, 11743, 3086)
(101, 821, 12149, 4773)
(10001, 221, 12161, 7394)
(1001, 221, 13163, 5086)
(1001, 21, 13159, 1775)
(1001, 821, 12893, 1187)
(1001, 221, 13163, 1043)
(1001, 621, 12421, 7032)
(1001, 421, 12323, 11111)
(1001, 621, 12329, 6937)
(101, 21, 11969, 9088)
(101, 821, 12671, 3259)
(10001, 821, 13151, 6957)
(1001, 821, 11633, 1276)
(10001, 821, 11699, 675)
(101, 21, 12253, 711)
(101, 421, 12377, 6248)
(10001, 821, 11927, 2664)
(1001, 21, 11807, 2376)
(101, 621, 11987, 3544)
(10001, 221, 12409, 11250)
(10001, 421, 11719, 3276)
(1001, 621, 12821, 11360)
(10001, 21, 12253, 3088)
(1001, 421, 12323, 6632)
(1001, 421, 12983, 2612)
(10001, 821, 12893, 8298)
(1001, 621, 12421, 11379)
(1001, 621, 12421, 6938)
(101, 821, 13183, 4046)
(10001, 421, 11981, 7292)
(1001, 821, 12281, 10608)
(10001, 821, 11743, 7108)
(10001, 421, 12539, 10111)
(10001, 221, 12263, 7573)
(10001, 421, 11941, 8414)
(1001, 221, 13163, 7618)
(1001, 221, 13217, 12242)
(101, 221, 12979, 7817)
(10001, 221, 12263, 7280)
(101, 21, 11933, 2666)
(101, 821, 12007, 7094)
(101, 421, 12497, 7022)
(10001, 621, 12503, 4957)
(101, 821, 12433, 8046)
(1001, 421, 12953, 987)
(1001, 421, 12269, 8284)
(1001, 421, 12953, 5547)
(1001, 21, 12289, 4610)
(1001, 21, 11933, 5210)
(10001, 421, 12539, 2135)
(10001, 21, 12487, 3018)
(101, 821, 13103, 5769)
(1001, 221, 13121, 11599)
(10001, 221, 13121, 12929)
(10001, 21, 11777, 6423)
(101, 621, 12659, 2514)
(10001, 221, 12409, 7168)
(101, 821, 13103, 5206)
(101, 421, 12497, 11141)
(10001, 821, 12893, 7537)
(1001, 21, 13159, 8125)
(101, 821, 12671, 9490)
(1001, 221, 11597, 3924)
(10001, 821, 12149, 546)
(101, 821, 12671, 9929)
(101, 821, 12671, 12209)
(101, 821, 12281, 3940)
(10001, 621, 12619, 3874)
(10001, 421, 12413, 9658)
(1001, 421, 12239, 4007)
(1001, 221, 13121, 155)
(10001, 221, 13121, 1485)
(10001, 21, 12487, 4370)
(10001, 421, 13127, 10922)
(1001, 21, 12739, 2117)
(101, 421, 12497, 7323)
(1001, 621, 11827, 5797)
(10001, 621, 12503, 11486)
(1001, 221, 13163, 3151)
(101, 621, 13229, 1295)
(10001, 821, 11699, 8459)
(10001, 621, 12619, 5917)
(10001, 21, 11657, 11028)
(1001, 821, 12479, 10518)
(10001, 621, 11867, 7095)
(101, 421, 12413, 4086)
(101, 821, 11743, 8312)
(101, 821, 12203, 4485)
(101, 421, 12413, 12066)
(10001, 421, 13093, 3954)
(1001, 621, 11827, 9076)
(1001, 421, 11681, 4296)
(10001, 621, 13291, 546)
(10001, 421, 12239, 6272)
(101, 621, 11867, 9201)
(10001, 221, 12409, 9926)
(1001, 221, 12227, 907)
(101, 821, 13103, 2412)
(1001, 621, 12659, 10872)
(10001, 21, 12253, 5970)
(1001, 621, 13177, 6747)
(10001, 421, 12539, 7845)
(1001, 21, 13109, 3019)
(1001, 821, 11699, 205)
(10001, 421, 13093, 7425)
(101, 421, 12413, 2441)
(10001, 21, 12517, 7543)
(101, 221, 12451, 9724)
(1001, 221, 11677, 2604)
(101, 421, 12497, 1967)
(1001, 621, 13229, 6471)
(10001, 821, 12511, 12113)
(10001, 821, 13297, 10175)
(1001, 21, 12487, 9217)
(10001, 621, 12503, 2129)
(1001, 421, 12413, 3455)
(101, 621, 13229, 11862)
(1001, 821, 12721, 2430)
(101, 621, 12379, 7650)
(10001, 621, 13099, 12325)
(10001, 621, 11867, 4602)
(101, 21, 12899, 8542)
(101, 421, 12577, 6693)
(101, 21, 11807, 10495)
(10001, 621, 12583, 4729)
(101, 421, 11617, 9042)
(101, 621, 11689, 5017)
(101, 221, 11971, 8028)
(10001, 821, 12479, 1180)
(10001, 821, 11699, 3432)
(10001, 821, 12479, 5740)
(1001, 421, 12041, 11252)
(10001, 821, 12919, 61)
(10001, 621, 12503, 1174)
(10001, 221, 12373, 9779)
(1001, 821, 12547, 3776)
(10001, 821, 11743, 5943)
(101, 221, 12373, 1586)
(101, 421, 12539, 9184)
(1001, 821, 12893, 2133)
(1001, 421, 11909, 9496)
(10001, 421, 12809, 1939)
(10001, 21, 12923, 1295)
(101, 421, 12853, 12089)
(10001, 221, 12491, 7194)
(1001, 621, 11827, 4238)
(101, 821, 12671, 8010)
(1001, 221, 11677, 7814)
(101, 421, 11783, 11528)
(101, 821, 13183, 13051)
(10001, 421, 13033, 2164)
(101, 221, 12113, 11117)
(1001, 821, 12107, 462)
(10001, 821, 12637, 1181)
(1001, 821, 12149, 5147)
(1001, 821, 12281, 2729)
(10001, 221, 12841, 2967)
(101, 221, 12113, 2281)
(10001, 221, 12373, 521)
(10001, 21, 12487, 8850)
(101, 21, 13159, 12557)
(101, 421, 12809, 2494)
(1001, 221, 11677, 11543)
(101, 621, 12379, 8281)
(10001, 421, 12413, 39)
(1001, 621, 12421, 8347)
(1001, 221, 11597, 6782)
(1001, 621, 11689, 607)
(1001, 21, 11807, 8651)
(10001, 221, 12373, 8835)
(1001, 21, 11969, 6465)
(10001, 21, 12347, 6343)
(1001, 421, 12413, 9666)
(1001, 221, 13163, 10071)
(10001, 21, 12157, 4896)
(1001, 221, 11813, 11327)
(10001, 221, 13063, 5318)
(10001, 221, 12799, 10204)
(10001, 21, 13007, 3367)
(101, 821, 13103, 11088)
(1001, 821, 12107, 9330)
(101, 421, 12577, 7315)
(101, 21, 13187, 13011)
(101, 21, 11933, 1074)
(101, 421, 11783, 2951)
(101, 221, 12527, 2726)
(10001, 621, 11867, 4540)
(10001, 821, 12637, 5632)
(10001, 21, 12157, 3195)
(1001, 821, 12893, 530)
(101, 421, 12653, 2318)
(10001, 421, 13127, 4210)
(10001, 21, 12347, 8255)
(1001, 421, 12413, 11314)
(10001, 21, 12517, 1733)
(1001, 21, 11657, 5352)
(1001, 821, 12479, 6974)
(101, 21, 11777, 5765)
(1001, 21, 13159, 4375)
(101, 21, 11969, 10841)
(1001, 421, 12377, 5141)
(1001, 421, 12119, 3766)
(1001, 421, 12119, 8326)
(10001, 421, 11981, 9132)
(10001, 221, 12841, 4517)
(101, 21, 11933, 8062)
(1001, 21, 12347, 11494)
(1001, 621, 13037, 3471)
(10001, 221, 12647, 10623)
(10001, 21, 11777, 11091)
(1001, 421, 12983, 282)
(101, 421, 12853, 6824)
(10001, 821, 11699, 4021)
(10001, 421, 12269, 10222)
(1001, 821, 11633, 585)
(1001, 21, 11657, 10024)
(1001, 21, 12487, 9866)
(1001, 621, 12821, 10958)
(1001, 21, 11657, 6347)
(101, 621, 12473, 4992)
(1001, 821, 12721, 8138)
(1001, 821, 12547, 5360)
(101, 421, 11719, 1013)
(1001, 821, 12149, 4172)
(101, 421, 11981, 8138)
(1001, 421, 12119, 1311)
(10001, 821, 13151, 3443)
(1001, 221, 11597, 4221)
(10001, 421, 12239, 9602)
(1001, 21, 11657, 5263)
(101, 621, 12473, 2276)
(1001, 21, 11657, 8683)
(1001, 221, 12227, 11437)
(10001, 821, 11743, 4097)
(1001, 421, 12377, 1722)
(101, 421, 12809, 1309)
(101, 821, 12149, 5725)
(1001, 21, 12157, 9115)
(101, 821, 12671, 4951)
(1001, 421, 12323, 4508)
(1001, 421, 12983, 7757)
(1001, 621, 12421, 1131)
(101, 821, 12671, 2540)
(101, 21, 13159, 11203)
(101, 421, 12809, 6740)
(101, 21, 11657, 10572)
(1001, 621, 11827, 8524)
(10001, 221, 12373, 7517)
(10001, 21, 12487, 4727)
(1001, 621, 11827, 6957)
(10001, 621, 12043, 4080)
(10001, 221, 12841, 5228)
(101, 21, 11933, 5012)
(1001, 21, 11969, 5913)
(101, 621, 12329, 1041)
(1001, 821, 13043, 9653)
(101, 21, 12011, 2981)
(101, 221, 12451, 210)
(1001, 621, 12329, 6002)
(1001, 21, 12347, 6970)
(10001, 221, 12941, 5370)
(101, 421, 12497, 7989)
(1001, 221, 12227, 10521)
(1001, 221, 13217, 10526)
(10001, 421, 12269, 8914)
(1001, 821, 11633, 6909)
(1001, 621, 12421, 8115)
(101, 621, 13291, 879)
(101, 221, 12527, 1250)
(1001, 221, 11971, 8756)
(10001, 221, 12373, 7949)
(101, 421, 11981, 1166)
(1001, 621, 11867, 10297)
(101, 21, 13159, 10290)
(101, 421, 12809, 8277)
(1001, 221, 11677, 8331)
(101, 821, 12149, 5824)
(10001, 221, 12161, 7713)
(1001, 221, 13163, 10098)
(1001, 621, 12821, 9015)
(101, 421, 12577, 268)
(101, 421, 12983, 3580)
(1001, 221, 11971, 7044)
(1001, 21, 12347, 11162)
(1001, 221, 12647, 10431)
(1001, 821, 12547, 3552)
(1001, 421, 11909, 11509)
(1001, 421, 12323, 1195)
(10001, 621, 13001, 9868)
(10001, 421, 11981, 6643)
(101, 21, 12553, 651)
(101, 21, 11777, 8678)
(1001, 21, 11657, 7678)
(10001, 21, 11777, 701)
(101, 821, 13183, 4591)
(1001, 21, 12739, 2255)
(10001, 821, 13003, 3443)
(10001, 421, 13093, 11525)
(101, 21, 13249, 8182)
(1001, 821, 12149, 5119)
(10001, 821, 12149, 7019)
(101, 821, 12149, 8919)
(10001, 821, 11699, 22)
(1001, 221, 13121, 2466)
(101, 21, 13159, 827)
(1001, 621, 12821, 5619)
(101, 621, 12473, 6265)
(1001, 821, 12107, 6634)
(101, 421, 12577, 4036)
(1001, 821, 13043, 7037)
(101, 421, 11981, 9628)
(10001, 221, 12941, 6490)
(1001, 821, 12433, 2116)
(1001, 221, 13217, 3756)
(101, 21, 13159, 3579)
(1001, 421, 12323, 8197)
(1001, 421, 12983, 226)
(1001, 221, 11813, 3968)
(1001, 221, 11939, 2128)
(101, 821, 12281, 463)
(10001, 621, 12713, 3361)
(10001, 221, 12527, 1203)
(101, 821, 12149, 6884)
(10001, 821, 13151, 7183)
(10001, 221, 12941, 727)
(1001, 821, 12433, 10310)
(1001, 221, 13217, 10382)
(101, 221, 12263, 7528)
(1001, 621, 12473, 10143)
(10001, 821, 13297, 4610)
(10001, 221, 12527, 9196)
(10001, 421, 12269, 3018)
(10001, 821, 12919, 3332)
(1001, 821, 11831, 7819)
(1001, 21, 13007, 7510)
(10001, 621, 11867, 4519)
(101, 21, 12899, 9487)
(1001, 21, 13007, 773)
(10001, 621, 11987, 420)
(1001, 621, 12421, 1350)
(1001, 221, 13163, 3139)
(1001, 221, 12743, 9383)
(10001, 421, 12413, 305)
(1001, 221, 13121, 98)
(101, 421, 12497, 5870)
(101, 421, 12539, 5809)
(1001, 421, 12239, 5569)
(1001, 21, 12641, 4687)
(1001, 221, 11597, 5918)
(1001, 821, 11633, 1109)
(10001, 821, 12893, 4678)
(1001, 21, 13159, 1667)
 11933, 11351)
(1001, 821, 12281, 7593)
(1001, 221, 13217, 5446)
(1001, 421, 13327, 7141)
(101, 21, 11657, 6312)
(1001, 621, 13229, 8415)
(101, 821, 12671, 10491)
(1001, 221, 12263, 5134)
(10001, 421, 12163, 736)
(1001, 621, 13099, 6234)
(101, 221, 11597, 7879)
(10001, 821, 12893, 12886)
(10001, 421, 11941, 3343)
(10001, 821, 11927, 9890)
(1001, 21, 11807, 754)
(10001, 421, 11981, 3124)
(10001, 421, 12269, 2458)
(10001, 21, 12517, 7499)
(101, 421, 12377, 7080)
(101, 421, 12377, 9930)
(10001, 421, 11941, 1691)
(1001, 221, 13313, 178)
(10001, 221, 12841, 2815)
(101, 821, 11743, 8630)
(1001, 221, 13121, 6461)
(1001, 421, 12809, 3041)
(10001, 421, 13033, 11156)
(10001, 821, 11743, 6387)
(1001, 421, 12377, 5316)
(1001, 621, 13099, 2858)
(1001, 821, 12433, 5972)
(1001, 221, 13217, 12891)
(101, 621, 13037, 9699)
(101, 821, 12893, 2761)
(101, 21, 13159, 2058)
(10001, 221, 12373, 8239)
(101, 821, 12671, 9135)
(1001, 421, 12983, 1792)
(101, 421, 12377, 11559)
(10001, 421, 13033, 557)
(10001, 21, 12109, 5391)
